TF Hub	Modulator	Target	Score	P-Value
1973_s_at	31822_at	1721_g_at	-0.217363	0.0119033
1973_s_at	31822_at	1584_at	-0.178553	0.0231063
1973_s_at	31822_at	1530_g_at	-0.180896	0.0346897
1973_s_at	31822_at	1224_at	-0.201092	0.0464257
1973_s_at	31822_at	1225_g_at	-0.199762	0.048245
1973_s_at	31822_at	1093_at	-0.255461	0.0013619
1973_s_at	31822_at	861_g_at	-0.164523	0.0189938
1973_s_at	31822_at	496_s_at	-0.227387	0.00081148
1973_s_at	31822_at	371_at	-0.185907	0.0208154
1973_s_at	31823_at	39604_at	0.151358	0.0295286
1973_s_at	31823_at	35227_at	-0.19449	0.0455316
1973_s_at	31823_at	36874_at	0.250043	0.000107586
1973_s_at	31823_at	34885_at	0.185772	0.00312119
1973_s_at	31879_at	31463_s_at	-0.192372	0.0136054
1973_s_at	31879_at	36303_f_at	-0.141934	0.0439073
1973_s_at	31879_at	40325_at	0.202507	0.0414999
1973_s_at	31879_at	40375_at	0.186639	0.0199052
1973_s_at	31879_at	32720_at	-0.176653	0.00331831
1973_s_at	31879_at	33791_at	0.184687	0.0275992
1973_s_at	31879_at	36833_at	-0.166989	0.047022
1973_s_at	31879_at	41126_at	-0.202181	0.00680858
1973_s_at	31879_at	33847_s_at	-0.154233	0.0303351
1973_s_at	31879_at	36576_at	-0.193247	0.00155827
1973_s_at	31879_at	36999_at	-0.253258	0.000683017
1973_s_at	31879_at	37663_at	0.181577	0.0333069
1973_s_at	31879_at	39523_at	-0.197008	0.00129166
1973_s_at	31879_at	41260_at	-0.151176	0.0299315
1973_s_at	31879_at	1910_s_at	-0.191835	0.00963473
1973_s_at	31879_at	1847_s_at	-0.143016	0.0403559
1973_s_at	31895_at	31502_at	-0.16661	0.0480883
1973_s_at	31895_at	32378_at	-0.21531	0.0150672
1973_s_at	31895_at	36295_at	-0.16906	0.00418087
1973_s_at	31895_at	38948_at	-0.177073	0.043464
1973_s_at	31895_at	38956_at	-0.187043	0.0238831
1973_s_at	31895_at	39663_at	-0.161156	0.0138536
1973_s_at	31895_at	39670_at	-0.263974	0.000784185
1973_s_at	31895_at	39677_at	-0.213176	0.0125942
1973_s_at	31895_at	40364_at	-0.156326	0.0355675
1973_s_at	31895_at	40691_at	-0.19808	0.00487832
1973_s_at	31895_at	40713_at	-0.177041	0.0392742
1973_s_at	31895_at	32031_at	-0.210871	0.0146315
1973_s_at	31895_at	33247_at	-0.209459	0.0296896
1973_s_at	31895_at	33774_at	-0.170755	0.0375158
1973_s_at	31895_at	34292_at	-0.141996	0.0492855
1973_s_at	31895_at	36041_at	-0.184215	0.0232766
1973_s_at	31895_at	36863_at	-0.180631	0.0176929
1973_s_at	31895_at	37649_at	-0.238916	0.00439428
1973_s_at	31895_at	37980_at	-0.222391	0.00103627
1973_s_at	31895_at	39049_at	-0.233849	0.00616692
1973_s_at	31895_at	39056_at	-0.236777	0.0131495
1973_s_at	31895_at	39060_at	-0.207546	0.0216067
1973_s_at	31895_at	39073_at	-0.239046	0.0114551
1973_s_at	31895_at	39353_at	-0.226249	0.01898
1973_s_at	31895_at	40453_s_at	-0.206622	0.00669506
1973_s_at	31895_at	40842_at	-0.217547	0.00312728
1973_s_at	31895_at	41779_at	-0.180663	0.00493015
1973_s_at	31895_at	33346_r_at	-0.269559	0.000475119
1973_s_at	31895_at	33444_at	-0.229607	0.00543497
1973_s_at	31895_at	34865_at	-0.215875	0.0340191
1973_s_at	31895_at	35317_at	-0.214435	0.0367865
1973_s_at	31895_at	36102_at	-0.194927	0.0445181
1973_s_at	31895_at	36573_at	-0.184257	0.0241795
1973_s_at	31895_at	36608_at	-0.193838	0.00171822
1973_s_at	31895_at	36992_at	-0.228187	0.0169553
1973_s_at	31895_at	37650_at	-0.230812	0.00375056
1973_s_at	31895_at	37698_at	-0.21316	0.0499119
1973_s_at	31895_at	37720_at	-0.255713	0.00395383
1973_s_at	31895_at	37737_at	-0.184905	0.0153225
1973_s_at	31895_at	38450_at	-0.231425	0.00481989
1973_s_at	31895_at	39127_f_at	-0.182881	0.00472974
1973_s_at	31895_at	39846_at	-0.186436	0.000726219
1973_s_at	31895_at	40898_at	-0.16716	0.0465492
1973_s_at	31895_at	40992_s_at	-0.237758	0.00475174
1973_s_at	31895_at	41323_at	-0.183232	0.00101692
1973_s_at	31895_at	41485_at	-0.289491	0.000350247
1973_s_at	31895_at	32590_at	-0.293029	0.000204155
1973_s_at	31895_at	2035_s_at	-0.234665	0.0149284
1973_s_at	31895_at	1985_s_at	-0.23901	0.0114803
1973_s_at	31895_at	1910_s_at	-0.18869	0.011916
1973_s_at	31895_at	1884_s_at	-0.198493	0.00864288
1973_s_at	31895_at	1847_s_at	-0.190187	0.000485778
1973_s_at	31895_at	1824_s_at	-0.215276	0.0214973
1973_s_at	31895_at	1782_s_at	-0.203782	0.00576101
1973_s_at	31895_at	1785_at	-0.25558	0.000151566
1973_s_at	31895_at	1536_at	-0.228	0.0171423
1973_s_at	31895_at	1521_at	-0.263576	0.00232193
1973_s_at	31895_at	1468_at	-0.246756	0.00708008
1973_s_at	31895_at	1356_at	-0.209196	0.048612
1973_s_at	31895_at	1199_at	-0.228216	0.0217952
1973_s_at	31895_at	1154_at	-0.210713	0.0448859
1973_s_at	31895_at	947_at	-0.210205	0.026808
1973_s_at	31895_at	948_s_at	-0.185865	0.0143819
1973_s_at	31895_at	860_at	-0.202721	0.00450311
1973_s_at	31895_at	496_s_at	-0.187285	0.0195809
1973_s_at	31895_at	41415_at	-0.269179	0.00157022
1973_s_at	31895_at	39812_at	-0.284946	0.000495511
1973_s_at	31895_at	35615_at	-0.23077	0.0187924
1973_s_at	31932_f_at	39604_at	0.146013	0.0436535
1973_s_at	31932_f_at	40325_at	0.217822	0.0170451
1973_s_at	31932_f_at	36874_at	0.290011	2.72399e-006
1973_s_at	31932_f_at	37632_s_at	0.235325	0.0110803
1973_s_at	31947_r_at	31463_s_at	0.188372	0.0181341
1973_s_at	31947_r_at	31850_at	0.196066	0.00118979
1973_s_at	31947_r_at	41126_at	0.197401	0.00955474
1973_s_at	31947_r_at	33437_at	-0.149915	0.0404514
1973_s_at	31947_r_at	39183_at	0.177875	0.0414745
1973_s_at	31947_r_at	41277_at	0.204512	0.0387706
1973_s_at	32034_at	34422_r_at	0.198022	0.000525815
1973_s_at	32034_at	34451_at	0.213343	0.0167999
1973_s_at	32034_at	35488_at	0.151712	0.048607
1973_s_at	32034_at	32029_at	0.172032	0.0250443
1973_s_at	32034_at	33779_at	0.161713	0.0132499
1973_s_at	32034_at	37282_at	0.201586	0.030576
1973_s_at	32034_at	37649_at	0.220754	0.0142423
1973_s_at	32034_at	39056_at	0.280401	0.000696492
1973_s_at	32034_at	39073_at	0.215027	0.0452331
1973_s_at	32034_at	39748_at	0.238091	0.00464624
1973_s_at	32034_at	40129_at	0.233753	0.00520913
1973_s_at	32034_at	32789_at	0.156191	0.0176325
1973_s_at	32034_at	32849_at	0.18186	0.00208618
1973_s_at	32034_at	34341_at	0.235154	0.0144975
1973_s_at	32034_at	35299_at	0.173522	0.00911728
1973_s_at	32034_at	37698_at	0.231936	0.0175501
1973_s_at	32034_at	38834_at	0.168833	0.0421274
1973_s_at	32034_at	41485_at	0.214145	0.0473933
1973_s_at	32034_at	32518_at	0.261688	0.00201645
1973_s_at	32034_at	2035_s_at	0.249349	0.00599702
1973_s_at	32034_at	2012_s_at	0.241534	0.00170012
1973_s_at	32034_at	1985_s_at	0.219587	0.0353804
1973_s_at	32034_at	1529_at	0.200835	0.00723322
1973_s_at	32034_at	1521_at	0.213136	0.0499741
1973_s_at	32034_at	1250_at	0.258201	0.000135548
1973_s_at	32034_at	1093_at	0.204295	0.0273994
1973_s_at	32034_at	860_at	0.166007	0.0498295
1973_s_at	32034_at	861_g_at	0.15817	0.030997
1973_s_at	32034_at	831_at	0.2405	0.0104769
1973_s_at	32034_at	673_at	0.225291	0.0257571
1973_s_at	32034_at	496_s_at	0.175969	0.042117
1973_s_at	32034_at	35323_at	0.253481	0.00458242
1973_s_at	32034_at	35615_at	0.219013	0.0365071
1973_s_at	32034_at	38811_at	0.299543	0.000158889
1973_s_at	32066_g_at	34066_at	-0.236337	0.000362225
1973_s_at	32066_g_at	32271_at	-0.215372	0.000293705
1973_s_at	32066_g_at	32378_at	-0.215567	0.0148533
1973_s_at	32066_g_at	32897_at	-0.199992	0.00546843
1973_s_at	32066_g_at	34422_r_at	-0.19671	0.000597289
1973_s_at	32066_g_at	35397_at	-0.282092	3.39434e-006
1973_s_at	32066_g_at	36276_at	-0.281628	6.12352e-006
1973_s_at	32066_g_at	38501_s_at	-0.187768	0.00260039
1973_s_at	32066_g_at	38603_at	-0.197293	0.0124598
1973_s_at	32066_g_at	38956_at	-0.250489	0.000254961
1973_s_at	32066_g_at	39663_at	-0.2093	0.000170162
1973_s_at	32066_g_at	39670_at	-0.199205	0.0357652
1973_s_at	32066_g_at	39677_at	-0.28088	6.56782e-005
1973_s_at	32066_g_at	40036_at	-0.24589	2.92869e-006
1973_s_at	32066_g_at	40329_at	-0.160858	0.0141862
1973_s_at	32066_g_at	40337_at	-0.168137	0.0145837
1973_s_at	32066_g_at	40364_at	-0.166669	0.0160111
1973_s_at	32066_g_at	40690_at	-0.347626	3.29504e-007
1973_s_at	32066_g_at	41606_at	-0.210501	0.0196306
1973_s_at	32066_g_at	31850_at	-0.195908	0.00120803
1973_s_at	32066_g_at	32029_at	-0.191527	0.00731609
1973_s_at	32066_g_at	32120_at	-0.295403	3.89242e-005
1973_s_at	32066_g_at	33247_at	-0.222602	0.0141239
1973_s_at	32066_g_at	33252_at	-0.353103	1.04963e-006
1973_s_at	32066_g_at	33779_at	-0.182112	0.00233571
1973_s_at	32066_g_at	34258_at	-0.153565	0.0214846
1973_s_at	32066_g_at	34715_at	-0.270977	0.000621418
1973_s_at	32066_g_at	35227_at	-0.233564	0.00417949
1973_s_at	32066_g_at	35625_at	-0.175901	0.00354477
1973_s_at	32066_g_at	36041_at	-0.251922	0.000123418
1973_s_at	32066_g_at	36088_at	-0.24612	0.0056541
1973_s_at	32066_g_at	36479_at	-0.245042	0.000150836
1973_s_at	32066_g_at	36517_at	-0.195101	0.00769969
1973_s_at	32066_g_at	36833_at	-0.209469	0.00275745
1973_s_at	32066_g_at	36839_at	-0.293026	0.000123403
1973_s_at	32066_g_at	36863_at	-0.280264	2.23036e-006
1973_s_at	32066_g_at	36913_at	-0.255528	5.71222e-005
1973_s_at	32066_g_at	37282_at	-0.327632	2.23717e-006
1973_s_at	32066_g_at	37955_at	-0.179694	0.0329573
1973_s_at	32066_g_at	37980_at	-0.186143	0.0141199
1973_s_at	32066_g_at	37987_at	-0.194825	0.000622997
1973_s_at	32066_g_at	38720_at	-0.25873	0.0024664
1973_s_at	32066_g_at	39049_at	-0.224997	0.0109268
1973_s_at	32066_g_at	39056_at	-0.339837	4.84398e-006
1973_s_at	32066_g_at	39060_at	-0.255336	0.000909637
1973_s_at	32066_g_at	39073_at	-0.307358	8.40684e-005
1973_s_at	32066_g_at	39337_at	-0.273904	1.26828e-005
1973_s_at	32066_g_at	39353_at	-0.304913	7.94944e-005
1973_s_at	32066_g_at	39748_at	-0.222303	0.0129381
1973_s_at	32066_g_at	39767_at	-0.232188	0.00339629
1973_s_at	32066_g_at	39784_at	-0.178099	0.00292058
1973_s_at	32066_g_at	40129_at	-0.326684	8.72174e-006
1973_s_at	32066_g_at	40453_s_at	-0.183452	0.0297504
1973_s_at	32066_g_at	40456_at	-0.265404	6.83991e-005
1973_s_at	32066_g_at	40771_at	-0.243051	0.00405442
1973_s_at	32066_g_at	40842_at	-0.185787	0.0258023
1973_s_at	32066_g_at	41126_at	-0.27174	1.96242e-005
1973_s_at	32066_g_at	41183_at	-0.234683	0.000337618
1973_s_at	32066_g_at	41231_f_at	-0.142217	0.0429537
1973_s_at	32066_g_at	41723_s_at	-0.212085	0.0417352
1973_s_at	32066_g_at	32181_at	-0.202242	0.0294454
1973_s_at	32066_g_at	32230_at	-0.235902	0.00538104
1973_s_at	32066_g_at	32254_at	-0.25307	0.00163232
1973_s_at	32066_g_at	32261_at	-0.304981	6.09299e-007
1973_s_at	32066_g_at	32849_at	-0.302052	1.72718e-009
1973_s_at	32066_g_at	32850_at	-0.214597	9.81646e-005
1973_s_at	32066_g_at	34829_at	-0.244284	0.00304128
1973_s_at	32066_g_at	34865_at	-0.276474	0.000709298
1973_s_at	32066_g_at	35299_at	-0.192937	0.00160479
1973_s_at	32066_g_at	35322_at	-0.227931	0.00734195
1973_s_at	32066_g_at	36111_s_at	-0.202437	0.0432688
1973_s_at	32066_g_at	36576_at	-0.282396	3.77087e-008
1973_s_at	32066_g_at	36608_at	-0.227882	6.32699e-005
1973_s_at	32066_g_at	36620_at	-0.223325	0.00958351
1973_s_at	32066_g_at	36654_s_at	-0.255883	7.80938e-007
1973_s_at	32066_g_at	36992_at	-0.21611	0.0335844
1973_s_at	32066_g_at	37046_at	-0.281655	1.78978e-005
1973_s_at	32066_g_at	37298_at	-0.208713	0.0309227
1973_s_at	32066_g_at	37318_at	-0.218873	0.0367857
1973_s_at	32066_g_at	37666_at	-0.23311	0.0126646
1973_s_at	32066_g_at	37698_at	-0.250223	0.00566781
1973_s_at	32066_g_at	37720_at	-0.306448	9.06282e-005
1973_s_at	32066_g_at	37752_at	-0.173411	0.0435294
1973_s_at	32066_g_at	38395_at	-0.237908	0.000313291
1973_s_at	32066_g_at	38398_at	-0.206203	0.0247538
1973_s_at	32066_g_at	38780_at	-0.256026	0.0013135
1973_s_at	32066_g_at	38834_at	-0.239483	0.000262562
1973_s_at	32066_g_at	38844_at	-0.215964	0.00291995
1973_s_at	32066_g_at	39127_f_at	-0.194536	0.00182777
1973_s_at	32066_g_at	39846_at	-0.192087	0.00039494
1973_s_at	32066_g_at	40195_at	-0.249806	0.000239194
1973_s_at	32066_g_at	40276_at	-0.170021	0.0392207
1973_s_at	32066_g_at	40587_s_at	-0.258567	0.00249371
1973_s_at	32066_g_at	40588_r_at	-0.204178	0.00789869
1973_s_at	32066_g_at	40891_f_at	-0.236357	0.000361556
1973_s_at	32066_g_at	40898_at	-0.199358	0.00571905
1973_s_at	32066_g_at	40992_s_at	-0.228913	0.00851057
1973_s_at	32066_g_at	41250_at	-0.274355	0.00108454
1973_s_at	32066_g_at	41485_at	-0.310658	6.38818e-005
1973_s_at	32066_g_at	32518_at	-0.233685	0.012235
1973_s_at	32066_g_at	2035_s_at	-0.270427	0.00143728
1973_s_at	32066_g_at	2001_g_at	-0.174366	0.0467045
1973_s_at	32066_g_at	2012_s_at	-0.346068	8.80962e-008
1973_s_at	32066_g_at	1985_s_at	-0.295949	0.000211555
1973_s_at	32066_g_at	1884_s_at	-0.326445	1.51705e-008
1973_s_at	32066_g_at	1854_at	-0.264603	2.25483e-005
1973_s_at	32066_g_at	1824_s_at	-0.272869	0.000543455
1973_s_at	32066_g_at	1796_s_at	-0.200321	0.00111833
1973_s_at	32066_g_at	1782_s_at	-0.269656	1.32294e-005
1973_s_at	32066_g_at	1721_g_at	-0.346542	3.6659e-007
1973_s_at	32066_g_at	1644_at	-0.217192	0.0135657
1973_s_at	32066_g_at	1584_at	-0.26261	3.56332e-005
1973_s_at	32066_g_at	1536_at	-0.291017	0.000238528
1973_s_at	32066_g_at	1521_at	-0.330589	1.12993e-005
1973_s_at	32066_g_at	1468_at	-0.21838	0.0377843
1973_s_at	32066_g_at	1470_at	-0.219245	0.036048
1973_s_at	32066_g_at	1447_at	-0.224675	0.000540797
1973_s_at	32066_g_at	1313_at	-0.239372	0.00200084
1973_s_at	32066_g_at	1250_at	-0.329137	1.85691e-007
1973_s_at	32066_g_at	1154_at	-0.214386	0.0368845
1973_s_at	32066_g_at	966_at	-0.151381	0.0204542
1973_s_at	32066_g_at	947_at	-0.357735	1.4783e-007
1973_s_at	32066_g_at	860_at	-0.307027	4.94038e-007
1973_s_at	32066_g_at	861_g_at	-0.258897	9.48178e-007
1973_s_at	32066_g_at	831_at	-0.251597	0.00518403
1973_s_at	32066_g_at	749_at	-0.229843	0.0153831
1973_s_at	32066_g_at	673_at	-0.286042	0.000456009
1973_s_at	32066_g_at	674_g_at	-0.282088	0.000469135
1973_s_at	32066_g_at	588_at	-0.155105	0.0148856
1973_s_at	32066_g_at	591_s_at	-0.168357	0.00769814
1973_s_at	32066_g_at	548_s_at	-0.171614	0.0327264
1973_s_at	32066_g_at	496_s_at	-0.201015	0.00713423
1973_s_at	32066_g_at	371_at	-0.236057	0.000685139
1973_s_at	32066_g_at	288_s_at	-0.241223	0.000229804
1973_s_at	32066_g_at	241_g_at	-0.222148	0.0307242
1973_s_at	32066_g_at	41415_at	-0.2753	0.00101276
1973_s_at	32066_g_at	35323_at	-0.230115	0.0195244
1973_s_at	32066_g_at	35615_at	-0.323426	2.13677e-005
1973_s_at	32066_g_at	38811_at	-0.299531	0.000159041
1973_s_at	32144_at	31463_s_at	-0.220239	0.00150728
1973_s_at	32144_at	33437_at	0.18361	0.00355173
1973_s_at	32144_at	41323_at	-0.140813	0.0478736
1973_s_at	32144_at	1854_at	-0.175239	0.0441559
1973_s_at	32192_g_at	37720_at	0.219773	0.0350219
1973_s_at	32192_g_at	41323_at	0.14732	0.0286198
1973_s_at	32192_g_at	41485_at	0.216744	0.0412712
1973_s_at	32192_g_at	2035_s_at	0.229389	0.0203664
1973_s_at	32192_g_at	1447_at	0.171333	0.0333384
1973_s_at	32253_at	31850_at	0.154803	0.0397862
1973_s_at	32253_at	38429_at	0.216005	0.0337775
1973_s_at	32303_at	36573_at	0.210971	0.00325439
1973_s_at	32303_at	38429_at	0.2366	0.0102526
1973_s_at	32303_at	41277_at	0.203395	0.0411363
1973_s_at	32480_at	38948_at	0.188945	0.021222
1973_s_at	32480_at	36030_at	0.254917	0.0014277
1973_s_at	32480_at	32564_at	0.178093	0.0409473
1973_s_at	32480_at	32590_at	0.210533	0.0453157
1973_s_at	32578_at	31463_s_at	-0.220288	0.001501
1973_s_at	32578_at	31850_at	-0.226734	4.78356e-005
1973_s_at	32578_at	33791_at	0.255931	0.000163532
1973_s_at	32578_at	34292_at	-0.144412	0.0416719
1973_s_at	32578_at	36833_at	-0.196746	0.00686892
1973_s_at	32578_at	36913_at	-0.192693	0.0132912
1973_s_at	32578_at	41126_at	-0.198846	0.00863217
1973_s_at	32578_at	32181_at	-0.214154	0.0145116
1973_s_at	32578_at	32850_at	-0.146234	0.0429672
1973_s_at	32578_at	35363_at	-0.214336	0.0159035
1973_s_at	32578_at	1909_at	-0.210021	0.02015
1973_s_at	32578_at	1752_at	-0.274468	0.00011589
1973_s_at	32578_at	1224_at	-0.250696	0.00247357
1973_s_at	32583_at	31633_g_at	-0.23465	0.0115428
1973_s_at	32583_at	37420_i_at	-0.168127	0.0439452
1973_s_at	32583_at	39604_at	-0.154668	0.0229974
1973_s_at	32583_at	40325_at	-0.320845	5.87656e-006
1973_s_at	32583_at	40375_at	-0.222902	0.00179128
1973_s_at	32583_at	40729_s_at	-0.211818	0.0182678
1973_s_at	32583_at	33791_at	-0.190536	0.0192068
1973_s_at	32583_at	36874_at	-0.277598	8.97245e-006
1973_s_at	32583_at	37649_at	-0.284492	0.000144207
1973_s_at	32583_at	37955_at	-0.190879	0.0151582
1973_s_at	32583_at	37980_at	-0.217194	0.00154562
1973_s_at	32583_at	38720_at	-0.269771	0.00114808
1973_s_at	32583_at	39748_at	-0.210307	0.0266492
1973_s_at	32583_at	39800_s_at	-0.217263	0.0135118
1973_s_at	32583_at	40521_at	-0.251212	9.72726e-005
1973_s_at	32583_at	40842_at	-0.203323	0.00836529
1973_s_at	32583_at	32212_at	-0.212371	0.0177224
1973_s_at	32583_at	32848_at	-0.178185	0.0171827
1973_s_at	32583_at	33346_r_at	-0.218059	0.0168008
1973_s_at	32583_at	33437_at	-0.188129	0.00248645
1973_s_at	32583_at	35322_at	-0.22919	0.00682085
1973_s_at	32583_at	37663_at	-0.203767	0.00811973
1973_s_at	32583_at	37666_at	-0.241756	0.00745245
1973_s_at	32583_at	37696_at	-0.187519	0.0128867
1973_s_at	32583_at	37697_s_at	-0.24333	0.00324908
1973_s_at	32583_at	37698_at	-0.27857	0.00079741
1973_s_at	32583_at	38463_s_at	-0.222651	0.0021649
1973_s_at	32583_at	39127_f_at	-0.176883	0.00755706
1973_s_at	32583_at	39155_at	-0.227016	0.0181537
1973_s_at	32583_at	41600_at	-0.312788	1.23894e-005
1973_s_at	32583_at	32518_at	-0.254402	0.00329616
1973_s_at	32583_at	33135_at	-0.252841	0.00160936
1973_s_at	32583_at	1521_at	-0.218712	0.03711
1973_s_at	32583_at	1468_at	-0.257221	0.00357537
1973_s_at	32583_at	1470_at	-0.28821	0.000386471
1973_s_at	32583_at	831_at	-0.241008	0.0101532
1973_s_at	32583_at	749_at	-0.220533	0.0262889
1973_s_at	32583_at	241_g_at	-0.272825	0.00121096
1973_s_at	32583_at	39812_at	-0.289593	0.000347491
1973_s_at	32583_at	35323_at	-0.21802	0.0385287
1973_s_at	32583_at	35615_at	-0.236446	0.0134142
1973_s_at	32583_at	36135_at	-0.214889	0.0455639
1973_s_at	32587_at	40325_at	-0.225135	0.0108318
1973_s_at	32587_at	36874_at	-0.190489	0.0105564
1973_s_at	32588_s_at	40325_at	-0.263611	0.000748951
1973_s_at	32588_s_at	40337_at	0.167285	0.015522
1973_s_at	32588_s_at	31850_at	0.184488	0.0035058
1973_s_at	32588_s_at	33791_at	-0.190992	0.0186633
1973_s_at	32588_s_at	36088_at	-0.217889	0.0304579
1973_s_at	32588_s_at	36874_at	-0.183087	0.0172592
1973_s_at	32588_s_at	37649_at	-0.227203	0.0094981
1973_s_at	32588_s_at	1909_at	0.237333	0.00420299
1973_s_at	32588_s_at	1847_s_at	0.147101	0.0291343
1973_s_at	32588_s_at	1470_at	-0.308032	7.95052e-005
1973_s_at	32588_s_at	39812_at	-0.229187	0.0206061
1973_s_at	32653_at	34422_r_at	-0.178736	0.00315635
1973_s_at	32653_at	36876_at	-0.194422	0.00806957
1973_s_at	32653_at	33346_r_at	-0.215745	0.0193236
1973_s_at	32653_at	35299_at	-0.188221	0.00249428
1973_s_at	32653_at	38844_at	-0.203514	0.00679279
1973_s_at	32653_at	39846_at	-0.149436	0.0240565
1973_s_at	32654_g_at	40325_at	0.220597	0.0143807
1973_s_at	32654_g_at	32720_at	-0.146606	0.0375899
1973_s_at	32654_g_at	33791_at	0.298367	3.84991e-006
1973_s_at	32654_g_at	36999_at	-0.208626	0.0168989
1973_s_at	32654_g_at	39523_at	-0.197602	0.00122377
1973_s_at	32655_s_at	33791_at	0.229406	0.00131508
1973_s_at	32655_s_at	37282_at	0.193661	0.0476472
1973_s_at	32655_s_at	39049_at	0.215157	0.0200161
1973_s_at	32655_s_at	39056_at	0.249043	0.00611627
1973_s_at	32655_s_at	39073_at	0.265593	0.00201927
1973_s_at	32655_s_at	39353_at	0.240742	0.00793989
1973_s_at	32655_s_at	40509_at	0.224347	0.0113839
1973_s_at	32655_s_at	40854_at	0.185858	0.0208776
1973_s_at	32655_s_at	32254_at	0.199307	0.0494518
1973_s_at	32655_s_at	32261_at	0.167653	0.0452056
1973_s_at	32655_s_at	33437_at	0.169658	0.010224
1973_s_at	32655_s_at	34865_at	0.216964	0.0320492
1973_s_at	32655_s_at	36608_at	0.153929	0.0416836
1973_s_at	32655_s_at	36620_at	0.239677	0.00364689
1973_s_at	32655_s_at	36654_s_at	0.153969	0.0216158
1973_s_at	32655_s_at	37666_at	0.243074	0.00686052
1973_s_at	32655_s_at	38395_at	0.207297	0.00437
1973_s_at	32655_s_at	40588_r_at	0.186932	0.0240461
1973_s_at	32655_s_at	1985_s_at	0.251488	0.00522072
1973_s_at	32655_s_at	1796_s_at	0.190394	0.00257779
1973_s_at	32655_s_at	1721_g_at	0.197899	0.0376845
1973_s_at	32655_s_at	1521_at	0.291376	0.000302727
1973_s_at	32655_s_at	1470_at	0.224441	0.0270245
1973_s_at	32655_s_at	1356_at	0.213021	0.0396973
1973_s_at	32655_s_at	860_at	0.17959	0.0216285
1973_s_at	32655_s_at	35615_at	0.254117	0.00439436
1973_s_at	32655_s_at	38811_at	0.222577	0.0299983
1973_s_at	32695_at	33791_at	0.176812	0.0441304
1973_s_at	32706_at	35227_at	0.206518	0.0229579
1973_s_at	32706_at	36517_at	0.167337	0.046063
1973_s_at	32706_at	41183_at	0.180464	0.0149029
1973_s_at	32706_at	35299_at	0.181666	0.00451194
1973_s_at	32706_at	35349_at	0.200934	0.0317378
1973_s_at	32706_at	40249_at	0.166343	0.00909638
1973_s_at	32809_at	34066_at	0.185317	0.0224701
1973_s_at	32809_at	40729_s_at	0.199636	0.0349761
1973_s_at	32809_at	33250_at	0.200876	0.00721047
1973_s_at	32809_at	37649_at	0.227673	0.00921639
1973_s_at	32809_at	39748_at	0.21985	0.0150579
1973_s_at	32809_at	37318_at	0.232877	0.0166022
1973_s_at	32809_at	1796_s_at	0.157786	0.0304565
1973_s_at	32874_at	39604_at	0.171924	0.0056999
1973_s_at	32874_at	32031_at	0.297871	1.35838e-005
1973_s_at	32874_at	37980_at	0.171911	0.0349656
1973_s_at	32874_at	39800_s_at	0.216138	0.0143885
1973_s_at	32874_at	36992_at	0.223197	0.0226155
1973_s_at	32874_at	37696_at	0.196036	0.00721672
1973_s_at	32874_at	38463_s_at	0.201893	0.00920353
1973_s_at	32874_at	39105_at	0.202411	0.0249333
1973_s_at	32874_at	40891_f_at	0.173341	0.0498636
1973_s_at	32874_at	41522_at	0.197053	0.0126564
1973_s_at	32874_at	41600_at	0.227241	0.00947513
1973_s_at	32874_at	1869_at	0.200093	0.00790288
1973_s_at	32874_at	1468_at	0.214772	0.0458492
1973_s_at	33020_at	1313_at	0.191143	0.0485579
1973_s_at	33106_at	34422_r_at	-0.153519	0.0250975
1973_s_at	33106_at	32048_at	-0.191333	0.00740991
1973_s_at	33106_at	41126_at	-0.172406	0.0487351
1973_s_at	33106_at	32850_at	-0.148975	0.0352209
1973_s_at	33106_at	38429_at	-0.230069	0.0151792
1973_s_at	33106_at	38844_at	-0.203836	0.00664961
1973_s_at	33106_at	1529_at	-0.212796	0.00280512
1973_s_at	33106_at	1530_g_at	-0.209823	0.00537655
1973_s_at	33113_at	31502_at	-0.171958	0.0348648
1973_s_at	33113_at	32271_at	-0.18974	0.00272015
1973_s_at	33113_at	32378_at	-0.202043	0.0308525
1973_s_at	33113_at	34451_at	-0.213099	0.0170276
1973_s_at	33113_at	36276_at	-0.177213	0.0251537
1973_s_at	33113_at	36303_f_at	-0.145551	0.0330125
1973_s_at	33113_at	38603_at	-0.181553	0.0333541
1973_s_at	33113_at	38948_at	-0.192345	0.0171308
1973_s_at	33113_at	38956_at	-0.194729	0.0147097
1973_s_at	33113_at	39663_at	-0.242414	4.42286e-006
1973_s_at	33113_at	39670_at	-0.209064	0.0212235
1973_s_at	33113_at	40713_at	-0.202622	0.00630378
1973_s_at	33113_at	32029_at	-0.191954	0.00711328
1973_s_at	33113_at	34292_at	-0.167072	0.00752082
1973_s_at	33113_at	41126_at	-0.17227	0.0491337
1973_s_at	33113_at	41779_at	-0.186497	0.00292163
1973_s_at	33113_at	32808_at	-0.165567	0.0175854
1973_s_at	33113_at	32850_at	-0.170193	0.00659964
1973_s_at	33113_at	36573_at	-0.175287	0.0440179
1973_s_at	33113_at	36999_at	-0.302523	8.66485e-006
1973_s_at	33113_at	38785_at	-0.180071	0.029562
1973_s_at	33113_at	39846_at	-0.146736	0.0300083
1973_s_at	33113_at	40195_at	-0.171119	0.0495617
1973_s_at	33113_at	1909_at	-0.221311	0.0107516
1973_s_at	33113_at	1910_s_at	-0.199655	0.00560028
